# Created by Octave 4.0.0, Tue Sep 08 13:35:57 2015 Eastern Daylight Time <unknown@Loki>
# name: maxnpre
# type: matrix
# rows: 4
# columns: 4
 12.02 6.02 0.02 0.02
 12.02 6.01 0.02 6.01
 6.01 0.02 6.02 12.02
 0.03 0.03 6.03 12.02


