# Created by Octave 4.0.0, Tue Sep 08 13:36:03 2015 Eastern Daylight Time <unknown@Loki>
# name: postparent
# type: matrix
# rows: 4
# columns: 4
 17 6 17 17
 6 17 6 17
 18 6 18 18
 18 18 18 15


