# Created by Octave 4.0.0, Tue Sep 08 13:37:43 2015 Eastern Daylight Time <unknown@Loki>
# name: maxnpost
# type: matrix
# rows: 8
# columns: 8
 0 2 8.039999999999999 2.04 0.04 0 0 0
 1.004126984126984 7.284285714285713 8.039999999999999 7.512857142857143 1.741428571428571 0.974126984126984 0 0
 0 0.3700000000000002 8.030000000000001 2.03 2.02 6.172222222222221 1.542857142857143 0.02
 0 0 1.324285714285715 1.786825396825396 7.40047619047619 7.40047619047619 6.638571428571428 1.314285714285714
 0 0 1.766825396825397 0 2 7.127301587301586 1.075714285714286 0
 0 1.733650793650794 8.029999999999999 2.03 0 1.380476190476191 0 0
 0.9779365079365084 6.863333333333331 8.039999999999999 7.218888888888887 1.574444444444444 0 0 0
 0.02380952380952411 1.644444444444444 8.039999999999999 2.04 0 0 0 0


