# Created by Octave 4.0.0, Tue Sep 08 13:38:38 2015 Eastern Daylight Time <unknown@Loki>
# name: maxnpre
# type: matrix
# rows: 8
# columns: 8
 0.04 0.04 0.04 0.04 0.04 0.04 6.04 12.04
 0.04 6.03 0.04 0.04 0.04 0.04 6.03 12.04
 6.02 12.02 6.02 0.03 0.03 0.03 6.02 12.03
 6.01 12.02 6.01 0.02 0.02 6.01 6.02 6.02
 6.02 12.02 6.02 0.02 6.02 6.02 6.02 0.02
 6.03 12.03 6.03 0.03 0.03 6.02 0.03 0.03
 6.04 12.04 6.04 0.04 0.04 0.04 0.04 0.04
 6.05 12.04 6.05 0.05 0.05 0.05 0.05 0.05


