# Created by Octave 4.0.0, Tue Sep 08 13:37:43 2015 Eastern Daylight Time <unknown@Loki>
# name: postparent
# type: matrix
# rows: 8
# columns: 8
 65 3 65 3 65 65 65 65
 10 65 10 11 12 22 65 65
 65 65 18 19 22 23 65 65
 65 65 19 29 30 31 23 31
 66 66 43 66 38 39 31 66
 66 43 66 43 66 38 66 66
 50 66 50 51 52 66 66 66
 66 50 58 59 66 66 66 66


