# Created by Octave 4.0.0, Tue Sep 08 13:35:53 2015 Eastern Daylight Time <unknown@Loki>
# name: maxnpre
# type: matrix
# rows: 4
# columns: 4
 0.02 0.02 0.02 0.02
 0.02 0.02 0.02 0.02
 0.02 0.02 0.02 0.02
 0.03 0.03 0.03 0.03


